Date,Susceptible,Confirmed,Fatal,Recovered
11-06-2020,1352164100,297535,8498,147195
12-06-2020,1352145121,308993,8884,154330
13-06-2020,1352124832,320922,9195,162379
14-06-2020,1352105586,332424,9520,169798
15-06-2020,1352084324,343091,9900,180013
16-06-2020,1352064425,354065,11903,186935
17-06-2020,1352043820,366946,12237,194325
18-06-2020,1352019512,380532,12573,204711
19-06-2020,1351995501,395048,12948,213831
20-06-2020,1351965895,410451,13254,227728
21-06-2020,1351941151,425282,13699,237196
22-06-2020,1351914912,440215,14011,248190
23-06-2020,1351887984,456183,14476,258685
24-06-2020,1351857632,473105,14894,271697
25-06-2020,1351825989,490401,15301,285637
26-06-2020,1351796809,508953,15685,295881
27-06-2020,1351762661,528859,16095,309713
28-06-2020,1351730812,548318,16475,321723
29-06-2020,1351698773,566840,16893,334822
30-06-2020,1351666535,585481,17400,347912
01-07-2020,1351634993,604641,17834,359860
02-07-2020,1351593679,625544,18213,379892
03-07-2020,1351556131,648315,18655,394227
04-07-2020,1351515812,673165,19268,409083
05-07-2020,1351475789,697413,19693,424433
06-07-2020,1351437571,719664,20159,439934
07-07-2020,1351397438,742417,20642,456831
08-07-2020,1351352525,767296,21129,476378
09-07-2020,1351306409,793802,21604,495513
10-07-2020,1351258903,820916,22123,515386
11-07-2020,1351210515,849522,22673,534618
12-07-2020,1351162429,878254,23174,553471
13-07-2020,1351115389,906752,23727,571460
14-07-2020,1351064806,936181,24309,592032
15-07-2020,1351010789,968857,24914,612768
16-07-2020,1350952137,1003832,25602,635757
17-07-2020,1350898220,1039084,26273,653751
18-07-2020,1350835308,1077781,26816,677423
19-07-2020,1350771538,1118206,27497,700087
20-07-2020,1350709330,1155338,28082,724578
21-07-2020,1350642468,1193078,28732,753050
22-07-2020,1350566062,1238798,29861,782607
23-07-2020,1350481410,1288108,30601,817209
24-07-2020,1350399514,1337024,31358,849432
25-07-2020,1350314060,1385635,32060,885573
26-07-2020,1350231373,1435616,32771,917568
27-07-2020,1350152681,1480073,33408,951166
28-07-2020,1350063437,1531669,34193,988029
29-07-2020,1349980675,1581963,34955,1019735
30-07-2020,1349891516,1634746,35718,1055348
31-07-2020,1349790455,1695988,36511,1094374
01-08-2020,1349683612,1750723,37364,1145629
02-08-2020,1349589295,1803695,38135,1186203
03-08-2020,1349492136,1855745,38938,1230509
04-08-2020,1349387064,1908254,39795,1282215
05-08-2020,1349283757,1964536,40699,1328336
06-08-2020,1349170564,2027074,41585,1378105
07-08-2020,1349059194,2088611,42518,1427005
08-08-2020,1348940055,2153010,43379,1480884
09-08-2020,1348822125,2215074,44386,1535743
10-08-2020,1348719907,2268675,45257,1583489
11-08-2020,1348602000,2329638,46091,1639599
12-08-2020,1348477676,2396637,47033,1695982
13-08-2020,1348356543,2461190,48040,1751555
14-08-2020,1348233434,2525922,49036,1808936
15-08-2020,1348115138,2589952,49980,1862258
16-08-2020,1347998902,2647663,50921,1919842
17-08-2020,1347885179,2702681,51797,1977671
18-08-2020,1347759371,2767253,52888,2037816
19-08-2020,1347629873,2836925,53866,2096664
20-08-2020,1347497708,2905825,54849,2158946
21-08-2020,1347363256,2975701,55794,2222577
22-08-2020,1347235116,3044940,56706,2280566
23-08-2020,1347115403,3106348,57542,2338035
24-08-2020,1346987030,3167323,58390,2404585
25-08-2020,1346875085,3224547,59357,2458339
26-08-2020,1346722851,3310234,60472,2523771
27-08-2020,1346584351,3387500,61529,2583948
28-08-2020,1346441808,3463972,62550,2648998
29-08-2020,1346297164,3542733,63498,2713933
30-08-2020,1346156813,3621245,64469,2774801
31-08-2020,1346020992,3691166,65288,2839882
01-09-2020,1345879564,3769523,66333,2901908
02-09-2020,1345726054,3853406,67376,2970492
03-09-2020,1345574958,3936747,68472,3037151
04-09-2020,1345417365,4023179,69561,3107223
05-09-2020,1345252026,4113811,70626,3180865
06-09-2020,1345090644,4204613,71642,3250429
07-09-2020,1344940181,4280422,72775,3323950
08-09-2020,1344774466,4370128,73890,3398844
09-09-2020,1344604620,4465863,75062,3471783
10-09-2020,1344435980,4562414,76271,3542663
11-09-2020,1344255676,4659984,77472,3624196
12-09-2020,1344081791,4754356,78586,3702595
13-09-2020,1343911072,4846427,79722,3780107
14-09-2020,1343746917,4930236,80776,3859399
15-09-2020,1343572543,5020359,82066,3942360
16-09-2020,1343390798,5118253,83198,4025079
17-09-2020,1343205728,5214677,84372,4112551
18-09-2020,1343015264,5308014,85619,4208431
19-09-2020,1342826914,5400619,86752,4303043
20-09-2020,1342645467,5487580,87882,4396399
21-09-2020,1342467863,5562663,88935,4497867
22-09-2020,1342293685,5646010,90020,4587613
23-09-2020,1342118674,5732518,91149,4674987
24-09-2020,1341950304,5818570,92290,4756164
25-09-2020,1341770433,5903932,93379,4849584
26-09-2020,1341588666,5992532,94503,4941627
27-09-2020,1341430564,6074702,95542,5016520
28-09-2020,1341274322,6145291,96318,5101397
29-09-2020,1341106243,6225763,97497,5187825
30-09-2020,1340932865,6312584,98678,5273201
01-10-2020,1340771409,6394068,99773,5352078
02-10-2020,1340615236,6473544,100842,5427706
03-10-2020,1340456207,6549373,101782,5509966
04-10-2020,1340304125,6623815,102685,5586703
05-10-2020,1340166187,6685082,103569,5662490
06-10-2020,1340010949,6757131,104555,5744693
07-10-2020,1339848443,6835655,105526,5827704
08-10-2020,1339698618,6906151,106490,5906069
09-10-2020,1339541667,6979423,107416,5988822
10-10-2020,1339377212,7053806,108334,6077976
11-10-2020,1339238105,7120538,109150,6149535
12-10-2020,1339104297,7175880,109856,6227295
13-10-2020,1338965426,7239389,110586,6301927
14-10-2020,1338815524,7307097,111266,6383441
15-10-2020,1338680920,7370468,112161,6453779
16-10-2020,1338547055,7432680,112998,6524595
17-10-2020,1338411537,7494551,114031,6597209
18-10-2020,1338288837,7550273,114610,6663608
19-10-2020,1338171740,7597063,115197,6733328
20-10-2020,1338055204,7651107,115914,6795103
21-10-2020,1337919248,7706946,116616,6874518
22-10-2020,1337790213,7761312,117306,6948497
23-10-2020,1337668644,7814682,117956,7016046
24-10-2020,1337555860,7864811,118534,7078123
25-10-2020,1337451127,7909959,119014,7137228
26-10-2020,1337350327,7946429,119502,7201070
27-10-2020,1337247487,7990322,120010,7259509
28-10-2020,1337140609,8040203,120527,7315989
29-10-2020,1337034012,8088851,121090,7373375
30-10-2020,1336925739,8137119,121641,7432829
31-10-2020,1336819622,8184082,122111,7491513
01-11-2020,1336720610,8229313,122607,7544798
02-11-2020,1336623487,8267623,123097,7603121
03-11-2020,1336523363,8313876,123611,7656478
04-11-2020,1336417118,8364086,124315,7711809
05-11-2020,1336314653,8411724,124985,7765966
06-11-2020,1336209800,8462080,125562,7819886
07-11-2020,1336114485,8507754,126121,7868968
08-11-2020,1336019687,8553657,126611,7917373
09-11-2020,1335939133,8591730,127059,7959406
10-11-2020,1335839963,8636011,127571,8013783
11-11-2020,1335738790,8683916,128121,8066501
12-11-2020,1335644285,8728795,128668,8115580
13-11-2020,1335551089,8773479,129188,8163572
14-11-2020,1335467386,8814579,129635,8205728
15-11-2020,1335392552,8845127,130070,8249579
16-11-2020,1335322149,8874290,130519,8290370
17-11-2020,1335238319,8912907,130993,8335109
18-11-2020,1335143665,8958483,131578,8383602
19-11-2020,1335052392,9004365,132162,8428409
20-11-2020,1334955881,9050597,132726,8478124
21-11-2020,1334866678,9095806,133227,8521617
22-11-2020,1334781084,9139865,133738,8562641
23-11-2020,1334700315,9177840,134218,8604955
24-11-2020,1334617642,9222216,134699,8642771
25-11-2020,1334536262,9266705,135223,8679138
26-11-2020,1334453309,9309787,135715,8718517
27-11-2020,1334370050,9351109,136200,8759969
28-11-2020,1334285446,9392919,136696,8802267
29-11-2020,1334200898,9431691,137139,8847600
30-11-2020,1334127313,9462809,137621,8889585
01-12-2020,1334047146,9499413,138122,8932647
